sample,t_iso,elapsed_s,v1_set,v1,i1,p_in_w,v2,i2_raw,i_chg,v_bat,p_bat_w,ah_cum,wh_cum,eff_inst,flags
18,2026-09-15T19:14:15.264,34.123,7.7114,6.03764,0.180619,1.09051249916,0.0,0.2714,0.2714,3.3738508,0.9156631071199999,0.002369084375602338,0.007980051899163067,0.8396631013631819,
19,2026-09-15T19:14:17.377,36.236,7.7114,6.03775,0.180617,1.09052029175,0.0,0.27139,0.27139,3.37408103,0.9156918507317001,0.0025283374461624354,0.008517366330754183,0.8396834590416048,
20,2026-09-15T19:14:19.335,38.194,7.7114,6.03746,0.180627,1.0905282874200002,0.0,0.27383,0.27383,3.37474347,0.9241060043901,0.0026766163982364865,0.009017720862843151,0.8473929700405789,
21,2026-09-15T19:14:21.351,40.21,7.7114,6.03738,0.180624,1.09049572512,0.0,0.27381,0.27381,3.37493795,0.9240917600895,0.002829944284848372,0.009535178056014702,0.8474052110454733,
22,2026-09-15T19:14:23.281,42.14,7.7114,6.03743,0.180618,1.09046853174,0.0,0.27377,0.27377,3.37511792,0.9240060329584001,0.0029767554167224298,0.010030669726293585,0.8473477281219799,
23,2026-09-15T19:14:25.355,44.214,7.7114,6.03743,0.180627,1.09052286861,0.0,0.27378,0.27378,3.37530903,0.9240921062334001,0.003134482801832755,0.010563033322169724,0.8473844362487002,
24,2026-09-15T19:14:27.379,46.238,7.7114,6.0375,0.180631,1.0905596625,0.0,0.27377,0.27377,3.37548151,0.9241055729927001,0.003288372385648886,0.011082471495242583,0.8473681952203144,
25,2026-09-15T19:14:29.283,48.142,7.7114,6.03731,0.180628,1.09050723068,0.0,0.27377,0.27377,3.37563349,0.9241471805572999,0.003433178611093097,0.01157127323558748,0.8474470911862142,
26,2026-09-15T19:14:31.302,50.161,7.7114,6.03723,0.18063,1.0905048549,0.0,0.27375,0.27375,3.37579719,0.9241244807625,0.0035867427713129254,0.01208966212645664,0.8474281215806625,
27,2026-09-15T19:14:33.345,52.204,7.7114,6.03722,0.180626,1.09047889972,0.0,0.27376,0.27376,3.37595039,0.9242001787663999,0.003742111985594034,0.012614168984938499,0.847517708965946,
28,2026-09-15T19:14:35.364,54.223,7.7114,6.03728,0.180624,1.0904776627200001,0.0,0.27376,0.27376,3.37609005,0.9242384120880001,0.003895633611875772,0.013132461099472931,0.8475537314378855,
29,2026-09-15T19:14:37.313,56.172,7.7114,6.0373,0.180626,1.0904933498,0.0,0.27374,0.27374,3.37623057,0.9242093562318,0.004043837759691476,0.013632822060725308,0.8475148944294827,
30,2026-09-15T19:14:39.283,58.142,7.7114,6.03739,0.180618,1.09046130702,0.0,0.27373,0.27373,3.37635493,0.9242096349889,0.0041935984975069755,0.014138458153876335,0.8475400539562191,
31,2026-09-15T19:14:41.361,60.22,7.7114,6.03723,0.18063,1.0905048549,0.0,0.27373,0.27373,3.37649332,0.9242475164835998,0.004351595504852467,0.014671923061155452,0.847540946132105,
32,2026-09-15T19:14:43.279,62.138,7.7114,6.03717,0.180632,1.0905060914399998,0.0,0.27374,0.27374,3.37660983,0.9243131748642,0.004497457618140512,0.015164434009666238,0.8476001941847531,
33,2026-09-15T19:14:45.359,64.218,7.7114,6.03713,0.18063,1.0904867919,0.0,0.27371,0.27371,3.37673954,0.9242473794934001,0.004655623756935199,0.01569850960599633,0.8475548593147523,
34,2026-09-15T19:14:47.373,66.232,7.7114,6.03715,0.180625,1.0904602187499999,0.0,0.27369,0.27369,3.37684729,0.9242093348001,0.004808730410062604,0.016215519143768266,0.8475406245076285,
35,2026-09-15T19:14:49.393,68.252,7.7114,6.03677,0.180628,1.0904096915600001,0.0,0.27367,0.27367,3.37695175,0.9241703854225001,0.004962303508176406,0.016734120064780592,0.847544177730419,
36,2026-09-15T19:14:51.316,70.175,7.7114,6.03693,0.180633,1.0904687766899999,0.0,0.27367,0.27367,3.37706337,0.9242009324679001,0.005108514915820625,0.017227877093753362,0.8475262678067795,
37,2026-09-15T19:14:53.349,72.208,7.7114,6.03699,0.180642,1.09053394758,0.0,0.27368,0.27368,3.37717085,0.9242641182279999,0.005263029581717319,0.017749691215850724,0.8475335593899036,
38,2026-09-15T19:14:55.343,74.202,7.7114,6.03687,0.180638,1.09048812306,0.0,0.27365,0.27365,3.37727288,0.924190723612,0.005414602821009689,0.018261587673313963,0.8475018700970757,
39,2026-09-15T19:14:57.305,76.164,7.7114,6.03711,0.18063,1.0904831793,0.0,0.27365,0.27365,3.37735985,0.9242145229525,0.00556378644641969,0.018765427972801188,0.8475275368720214,
40,2026-09-15T19:14:59.390,78.249,7.7114,6.03721,0.180628,1.0904891678800002,0.0,0.27366,0.27366,3.37745887,0.9242753943642,0.0057222769261035655,0.019300715202499773,0.8475787028321122,
41,2026-09-15T19:15:01.339,80.198,7.7114,6.03731,0.18063,1.0905193053,0.0,0.27367,0.27367,3.37754767,0.9243334708489,0.005870376297806369,0.019800921314831077,0.8476085350865178,
42,2026-09-15T19:15:03.331,82.19,7.7114,6.03697,0.180631,1.0904639280700001,0.0,0.27364,0.27364,3.37763675,0.92425652027,0.0060218235499782695,0.020312448373623053,0.8475810125199018,
43,2026-09-15T19:15:05.357,84.216,7.7114,6.03693,0.18063,1.0904506659000002,0.0,0.27364,0.27364,3.37772253,0.9242799931092,0.006175833262510101,0.020832643844004073,0.8476128466998076,
44,2026-09-15T19:15:07.317,86.176,7.7114,6.03696,0.180641,1.09052249136,0.0,0.27367,0.27367,3.3778155,0.9244067678850001,0.0063248256927675665,0.021335905858776923,0.8476732714904068,
45,2026-09-15T19:15:09.323,88.182,7.7114,6.03696,0.180628,1.09044401088,0.0,0.27362,0.27362,3.37788863,0.9242578869406,0.006477274023071593,0.02185085376559092,0.8475977470816809,
46,2026-09-15T19:15:11.360,90.219,7.7114,6.0369,0.18064,1.090505616,0.0,0.27363,0.27363,3.37796961,0.9243138243843,0.006632146700339846,0.022374002692142302,0.8476011593362579,
47,2026-09-15T19:15:13.347,92.206,7.7114,6.0369,0.180642,1.0905176898,0.0,0.27364,0.27364,3.37804006,0.9243668820184,0.006783143150547477,0.022884069431108704,0.847640428637089,
48,2026-09-15T19:15:15.379,94.238,7.7114,6.03697,0.180636,1.0904941129199999,0.0,0.27361,0.27361,3.37811439,0.9242858782479001,0.006937574243890908,0.02340574959004936,0.8475844732191663,
49,2026-09-15T19:15:17.372,96.231,7.7114,6.0371,0.180637,1.0905236326999999,0.0,0.27362,0.27362,3.37820045,0.9243432071289999,0.007089078148363696,0.02391755362922221,0.8476140996967135,
50,2026-09-15T19:15:19.307,98.166,7.7114,6.03677,0.180639,1.09047609603,0.0,0.2736,0.2736,3.37825435,0.92429039016,0.007236109506884548,0.024414258993091752,0.8476026146056593,
51,2026-09-15T19:15:21.332,100.191,7.7114,6.03691,0.180639,1.0905013854899999,0.0,0.27362,0.27362,3.37832748,0.9243779650775998,0.007390031501921018,0.02493425227074783,0.8476632651523363,
52,2026-09-15T19:15:23.332,102.191,7.7114,6.03677,0.180642,1.0904942063399998,0.0,0.27361,0.27361,3.37838921,0.9243610717481,0.007542074808408817,0.025447909043936522,0.8476533542076408,
53,2026-09-15T19:15:25.369,104.228,7.7114,6.03668,0.180637,1.09044776516,0.0,0.27359,0.27359,3.3784572,0.924312105348,0.007696897766401371,0.02597096651769294,0.8476445501379674,
54,2026-09-15T19:15:27.316,106.175,7.7114,6.03681,0.180639,1.09048332159,0.0,0.2736,0.2736,3.3785216,0.92436350976,0.007844815840491653,0.026470706163162414,0.8476640508469346,
55,2026-09-15T19:15:29.379,108.238,7.7114,6.0369,0.180645,1.0905358005,0.0,0.2736,0.2736,3.37858904,0.9243819613440001,0.008001600920447709,0.02700041322914457,0.8476401791854792,
56,2026-09-15T19:15:31.330,110.189,7.7114,6.03687,0.180641,1.09050623367,0.0,0.2736,0.2736,3.37863781,0.924395304816,0.008149919047126175,0.027501522843111286,0.8476753972373283,
57,2026-09-15T19:15:33.431,112.29,7.7114,6.03678,0.180639,1.09047790242,0.0,0.27357,0.27357,3.3787016,0.9243113967119999,0.008309601409417392,0.028041036802728216,0.8476204741616115,
58,2026-09-15T19:15:35.369,114.228,7.7114,6.03677,0.180628,1.0904096915600001,0.0,0.27357,0.27357,3.37875396,0.9243257208372,0.008456837238427004,0.028538506588414322,0.8476866337411296,
